Symbol,Price
KUANTUM,97.63
LAGNAM,77.2
LAKPRE,5.25
LAL,8.17
LALPATHLAB,1435.3
LAMBODHARA,112.55
LANCORHOL,28.27
LANDMARK,426.8
LAOPALA,200.75
LASA,8.91
LATENTVIEW,390.85
LATTEYS,21.8
LAURUSLABS,1018.6
LAXMICOT,22.22
LAXMIDENTL,203.47
LAXMIINDIA,108.64
LCCINFOTEC,5.12
LEMERITE,469.55
LEMONTREE,131.23
LENSKART,513.0
LEXUS,33.76
LFIC,137.09
LGBBROSLTD,2007.8
LGEINDIA,1469.0
LGHL,326.0
LIBAS,10.7
LIBERTSHOE,280.64
LICHSGFIN,517.1
LICI,880.95
LIKHITHA,171.57
LINC,111.75
LINCOLN,615.8
LINDEINDIA,6440.5
LLOYDSENGG,53.54
LLOYDSENT,57.21
LLOYDSME,1225.6
LMW,15416.0
LODHA,1084.85
LOKESHMACH,178.5
LORDSCHLO,140.68
LOTUSDEV,151.57
LOTUSEYE,118.87
LOVABLE,78.06
LOYALTEX,247.68
LPDC,6.46
LT,4185.9
LTF,292.05
LTFOODS,428.85
LTIM,5211.5
LTTS,3704.1
LUMAXIND,6423.5
LUMAXTECH,1784.2
LUPIN,2211.1
LUXIND,986.1
LXCHEM,151.87
LYKALABS,70.21
LYPSAGEMS,5.79
M&M,3593.1
M&MFIN,379.05
MAANALU,150.05
MACPOWER,891.2
MADHAV,40.13
MADHUCON,5.15
MADRASFERT,71.7
MAGADSUGAR,445.45
MAGNUM,22.96
MAHABANK,65.59
MAHAPEXLTD,92.03
MAHASTEEL,715.0
MAHEPC,124.59
MAHESHWARI,43.63
MAHLIFE,370.3
MAHLOG,409.8
MAHSCOOTER,13538.0
MAHSEAMLES,547.1
MAITHANALL,1075.5
MALLCOM,1195.7
MALUPAPER,33.23
MAMATA,425.45
MANAKALUCO,31.64
MANAKCOAT,121.65
MANAKSIA,63.4
MANAKSTEEL,62.18
MANALIPETC,59.88
MANAPPURAM,308.65
MANBA,126.7
MANCREDIT,164.72
MANGALAM,33.91
MANGLMCEM,795.75
MANINDS,429.6
MANINFRA,113.32
MANKIND,2079.0
MANOMAY,223.88
MANORAMA,1431.7
MANORG,414.95
MANUGRAPH,15.98
MANYAVAR,479.5
MAPMYINDIA,1285.4
MARALOVER,44.72
MARATHON,495.4
MARICO,770.65
MARINE,188.21
MARKOLINES,160.31
MARKSANS,187.87
MARUTI,15326.0
MASFIN,336.05
MASKINVEST,136.48
MASTEK,1790.3
MASTERTR,90.66
MATRIMONY,522.9
MAWANASUG,81.23
MAXESTATES,412.05
MAXHEALTH,1062.9
MAXIND,170.92
MAYURUNIQ,564.4
MAZDA,224.06
MAZDOCK,2414.9
MBAPL,467.95
MBEL,333.15
MBLINFRA,28.66
MCL,70.26
MCLEODRUSS,45.95
MCLOUD,28.51
MCX,2441.9
MEDANTA,1148.6
MEDIASSIST,416.25
MEDICAMEQ,343.95
MEDICO,47.49
MEDPLUS,854.7
MEESHO,153.04
MEGASTAR,232.0
MEIL,271.1
MENONBE,119.26
MEP,1.23
METROBRAND,1043.9
METROPOLIS,1987.4
MFML,24.69
MFSL,1813.5
MGEL,12.42
MGL,1153.2
MHLXMIRU,192.93
MHRIL,299.3
MICEL,41.68
MIDHANI,369.05
MIDWESTLTD,1474.5
MINDACORP,592.1
MINDTECK,203.55
MIRCELECTR,32.06
MIRZAINT,36.84
MITCON,62.95
MITTAL,1.01
MKPL,5.27
MMFL,475.4
MMP,254.5
MMTC,65.57
MOBIKWIK,217.51
MODINATUR,347.55
MODIRUBBER,127.01
MODIS,328.75
MODISONLTD,147.31
MODTHREAD,43.99
MOHITIND,25.86
MOIL,312.25
MOKSH,13.36
MOL,55.82
MOLDTECH,145.37
MOLDTKPAC,574.75
MONARCH,300.6
MONEYBOXX,61.43
MONTECARLO,579.0
MORARJEE,7.93
MOREPENLAB,39.05
MOSCHIP,195.52
MOTHERSON,132.74
MOTILALOFS,803.35
MOTISONS,16.01
MOTOGENFIN,23.83
MPHASIS,2464.0
MPSLTD,1539.1
MRF,151210.0
MRPL,191.12
MSPL,31.63
MSTCLTD,486.8
MSUMI,43.27
MTARTECH,3560.6
MTEDUCARE,1.52
MTNL,32.13
MUFIN,119.01
MUFTI,94.77
MUKANDLTD,134.55
MUKKA,25.47
MUKTAARTS,64.57
MUNJALAU,88.75
MUNJALSHOW,135.2
MURUDCERA,34.7
MUTHOOTCAP,235.66
MUTHOOTFIN,4066.9
MUTHOOTMF,186.82
MVGJL,176.23
MWL,271.85
NACLIND,146.54
NAGAFERT,4.67
NAGREEKCAP,30.11
NAGREEKEXP,26.93
NAHARCAP,251.45
NAHARINDUS,106.1
NAHARPOLY,257.28
NAHARSPING,194.07
NAM-INDIA,965.45
NARMADA,33.31
NATCAPSUQ,163.69
NATCOPHARM,839.85
NATHBIOGEN,150.92
NATIONALUM,369.7
NAUKRI,1149.3
NAVA,567.0
NAVINFLUOR,6587.0
NAVKARCORP,97.8
NAVKARURB,1.25
NAVNETEDUL,156.29
NAZARA,277.8
NBCC,100.5
NBIFIN,1970.0
NCC,154.85
NCLIND,191.27
NDGL,2598.7
NDL,3.07
NDLVENTURE,102.5
NDRAUTO,764.2
NDTV,85.52
NECCLTD,15.8
NECLIFE,13.46
NELCAST,123.42
NELCO,654.8
NEOGEN,1301.2
NEPHROPLUS,575.25
NESCO,1214.8
NESTLEIND,1305.5
NETWEB,3201.9
NETWORK18,37.76
NEULANDLAB,12960.0
NEWGEN,507.75
NEXTMEDIA,5.99
NFL,79.63
NGIL,26.37
NGLFINE,2240.9
NH,1864.9
NHPC,76.5
NIACL,154.59
NIBE,1044.7
NIBL,31.75
NIITLTD,76.73
NIITMTS,361.55
NILAINFRA,8.24
NILASPACES,14.65
NILKAMAL,1462.4
NINSYS,345.8
NIPPOBATRY,360.1
NIRAJ,31.4
NIRAJISPAT,343.38
NITCO,84.27
NITINSPIN,332.2
NITIRAJ,182.32
NIVABUPA,77.04
NKIND,65.4
NLCINDIA,259.65
NMDC,84.74
NOCIL,153.75
NOIDATOLL,4.02
NORBTEAEXP,80.84
NORTHARC,251.15
NOVAAGRI,30.84
NPST,1230.8
NRAIL,467.1
NRBBEARING,289.85
NRL,55.08
NSIL,6276.0
NSLNISP,41.3
NTPC,368.25
NTPCGREEN,89.08
NUCLEUS,860.25
NURECA,285.5
NUVAMA,1310.5
NUVOCO,346.6
NYKAA,280.14
OAL,326.45
OBCL,58.73
OBEROIRLTY,1566.6
OCCLLTD,93.54
ODIGMA,29.98
OFSS,6764.0
OIL,474.85
OILCOUNTUB,50.47
OLAELEC,30.97
OLECTRA,1031.5
OMAXAUTO,118.83
OMAXE,79.57
OMFREIGHT,90.63
OMINFRAL,93.51
OMKARCHEM,5.18
ONELIFECAP,15.37
ONEPOINT,48.61
ONESOURCE,1211.3
ONGC,276.35
ONMOBILE,53.26
ONWARDTEC,308.1
OPTIEMUS,425.65
ORBTEXP,187.24
ORCHASP,2.51
ORCHPHARMA,672.2
ORICONENT,66.89
ORIENTALTL,7.41
ORIENTBELL,294.95
ORIENTCEM,163.58
ORIENTCER,42.6
ORIENTELEC,179.56
ORIENTHOT,104.63
ORIENTLTD,59.7
ORIENTPPR,20.8
ORIENTTECH,335.15
ORISSAMINE,4419.6
ORKLAINDIA,556.8
ORTEL,1.33
ORTINGLOBE,14.87
OSIAHYPER,14.13
OSWALAGRO,53.03
OSWALGREEN,29.52
OSWALPUMPS,350.85
OSWALSEEDS,13.78
PACEDIGITK,184.8
PAGEIND,33850.0
PAISALO,34.94
PAKKA,94.88
PALASHSECU,98.03
PALREDTEC,41.89
PANACEABIO,357.25
PANACHE,339.15
PANAMAPET,295.85
PANSARI,309.05
PAR,99.85
PARACABLES,36.89
PARADEEP,123.38
PARAGMILK,234.05
PARAS,651.75
PARASPETRO,2.53
PARKHOSPS,172.23
PARKHOTELS,129.4
PARSVNATH,8.39
PASHUPATI,893.75
PASUPTAC,53.85
PATANJALI,523.15
PATELENG,30.05
PATELRMART,200.18
PATINTLOG,12.43
PAUSHAKLTD,517.4
PAVNAIND,25.18
PAYTM,1148.7
PCBL,314.85
PCJEWELLER,10.14
PDMJEPAPER,84.18
PDSL,318.5
PEARLPOLY,19.33
PENIND,183.83
PENINLAND,21.43
PERSISTENT,5452.0
PETRONET,297.15
PFC,410.55
PFIZER,5121.4
PFOCUS,261.91
PFS,33.54
PGEL,623.65
PGHH,11683.0
PGHL,5172.5
PGIL,1589.9
PHOENIXLTD,1779.0
PICCADIL,612.35
PIDILITIND,1497.4
PIGL,130.18
PIIND,3222.3
PILANIINVS,4602.4
PILITA,8.95
PINELABS,203.33
PIONEEREMB,28.23
PIRAMALFIN,1785.6
PITTIENG,923.55
PIXTRANS,1479.5
PKTEA,775.05
PLASTIBLEN,156.85
PLATIND,231.01
PLAZACABLE,39.92
PNB,120.96
PNBGILTS,80.4
PNBHOUSING,852.85
PNC,25.6
PNCINFRA,220.16
PNGJL,571.5
POCL,1222.5
PODDARMENT,252.85
POKARNA,1090.4
POLICYBZR,1553.6
POLYCAB,7768.0
POLYMED,1316.5
POLYPLEX,869.7
PONNIERODE,268.7
POONAWALLA,472.65
POWERGRID,293.9
POWERINDIA,22702.0
POWERMECH,2141.2
PPAP,206.42
PPL,220.45
PPLPHARMA,163.31
PRABHA,164.9
PRAENG,22.65
PRAJIND,330.5
PRAKASH,132.56
PRAKASHSTL,4.61
PRAXIS,8.9
PRECAM,157.9
PRECOT,488.85
PRECWIRE,278.96
PREMEXPLN,471.45
PREMIER,3.03
PREMIERENE,771.45
PREMIERPOL,53.4
PRESTIGE,1572.7
PRICOLLTD,620.35
PRIMESECU,288.0
PRIMO,22.02
PRINCEPIPE,271.75
PRITI,51.38
PRITIKAUTO,14.09
PRIVISCL,2799.6
PROSTARM,174.42
PROTEAN,651.0
PROZONER,58.51
PRSMJOHNSN,120.95
PRUDENT,2664.8
PRUDMOULI,18.1
PSB,27.42
PSPPROJECT,810.45
PTC,185.38
PTCIL,18677.0
PTL,38.85
PUNJABCHEM,1138.2
PURVA,255.26
PVP,29.25
PVRINOX,1081.5
PVSL,109.16
PWL,100.36
PYRAMID,158.13
QPOWER,800.6
QUADFUTURE,293.6
QUESS,206.42
QUICKHEAL,178.76
RACE,121.4
RACLGEAR,1232.7
RADAAN,3.12
RADHIKAJWE,71.79
RADIANTCMS,44.11
RADICO,2831.2
RADIOCITY,6.22
RAILTEL,336.25
RAIN,156.77
RAINBOW,1215.7
RAJESHEXPO,184.64
RAJMET,4.16
RAJOOENG,65.84
RAJRATAN,477.9
RAJRILTD,23.63
RAJSREESUG,29.26
RAJTV,40.9
RALLIS,267.5
RAMANEWS,31.01
RAMAPHO,151.03
RAMASTEEL,7.66
RAMCOCEM,1145.0
RAMCOIND,319.7
RAMCOSYS,545.45
RAMKY,471.7
RAMRAT,323.15
RANASUG,11.21
RANEHOLDIN,1475.8
RATEGAIN,571.1
RATNAMANI,2324.4
RATNAVEER,152.04
RAYMOND,403.3
RAYMONDLSL,988.4
RAYMONDREL,460.45
RBA,64.11
RBLBANK,317.0
RBZJEWEL,152.12
RCF,134.42
RCOM,1.05
RECLTD,350.7
REDINGTON,265.25
REDTAPE,130.48
REFEX,243.15
REGAAL,60.23
REGENCERAM,46.06
RELAXO,366.6
RELCHEMQ,135.54
RELIABLE,155.33
RELIANCE,1448.9
RELIGARE,252.43
RELINFRA,109.58
RELTD,152.3
REMSONSIND,117.57
RENUKA,24.75
REPCOHOME,412.9
REPL,103.83
REPRO,423.85
RESPONIND,192.3
RETAIL,25.64
RGL,127.42
RHETAN,26.06
RHFL,2.66
RHIM,457.1
RHL,192.15
RICOAUTO,128.09
RIIL,759.9
RISHABH,439.3
RITCO,229.47
RITES,222.65
RKDL,20.23
RKEC,48.17
RKFORGE,578.4
RKSWAMY,109.2
RMDRIP,114.28
RML,852.55
RNBDENIMS,176.3
ROHLTD,384.85
ROLEXRINGS,144.35
ROLLT,1.29
ROML,44.54
ROSSARI,534.95
ROSSELLIND,44.88
ROSSTECH,712.55
ROTO,65.23
ROUTE,568.05
RPEL,749.75
RPGLIFE,2004.9
RPOWER,27.61
RPPINFRA,88.24
RPPL,17.66
RPSGVENT,748.3
RPTECH,371.8
RRKABEL,1428.2
RSSOFTWARE,37.63
RSWM,152.91
RSYSTEMS,323.85
RTNINDIA,36.95
RTNPOWER,8.92
RUBFILA,71.0
RUBICON,772.25
RUBYMILLS,212.64
RUCHINFRA,6.24
RUCHIRA,126.94
RUDRA,18.77
RUPA,147.68
RUSHIL,20.38
RUSTOMJEE,495.5
RVHL,46.68
RVNL,313.7
RVTH,629.0
S&SPOWER,285.0
SAATVIKGL,413.45
SABEVENTS,15.38
SADBHAV,7.4
SADBHIN,3.99
SADHNANIQ,6.19
SAFARI,1838.7
SAGARDEEP,25.14
SAGCEM,202.76
SAGILITY,48.48
SAHYADRI,265.1
SAIL,160.35
SAILIFE,930.0
SAKAR,474.85
SAKHTISUG,17.73
SAKSOFT,167.18
SAKUMA,2.0
SALASAR,8.74
SALONA,249.72
SALSTEEL,47.0
SALZERELEC,663.7
SAMBHAAV,7.59
SAMBHV,98.5
SAMHI,166.76
SAMMAANCAP,146.78
SAMPANN,32.12
SANATHAN,426.6
SANCO,2.47
SANDESH,1054.2
SANDHAR,529.9
SANDUMA,208.76
SANGAMIND,469.65
SANGHIIND,63.35
SANGHVIMOV,296.05
SANGINITA,13.24
SANOFI,4009.8
SANOFICONR,4221.5
SANSERA,2229.4
SANSTAR,90.27
SANWARIA,0.33
SAPPHIRE,220.19
SARDAEN,499.05
SAREGAMA,354.65
SARLAPOLY,82.07
SARVESHWAR,4.11
SASKEN,1324.7
SASTASUNDR,295.4
SATIA,66.19
SATIN,155.69
SAURASHCEM,68.97
SBC,30.46
SBCL,522.9
SBFC,98.09
SBGLP,30.27
SBICARD,772.8
SBILIFE,2022.1
SBIN,1192.4
SCHAEFFLER,3806.0
SCHAND,159.58
SCHNEIDER,788.95
SCI,273.62
SCILAL,46.82
SCODATUBES,141.09
SCPL,333.15
SDBL,87.7
SEAMECLTD,1367.0
SECMARK,107.58
SECURKLOUD,22.3
SEJALLTD,682.6
SELMC,30.28
SEMAC,270.32
SENCO,373.5
SENORES,803.0
SEPC,10.39
SERVOTECH,83.97
SESHAPAPER,264.73
SETCO,14.78
SETL,133.2
SETUINFRA,0.47
SEYAIND,15.97
SFL,591.2
SGFIN,414.45
SGIL,491.1
SGL,12.24
SGMART,425.25
SHADOWFAX,124.28
SHAH,4.75
SHAHALLOYS,65.16
SHAILY,2163.8
SHAKTIPUMP,655.45
SHALBY,168.37
SHALPAINTS,62.72
SHANKARA,102.6
SHANTI,6.97
SHANTIGEAR,467.25
SHANTIGOLD,217.93
SHARDACROP,1252.6
SHARDAMOTR,952.2
SHAREINDIA,151.57
SHEKHAWATI,14.11
SHEMAROO,110.72
SHILCTECH,3928.3
SHILPAMED,323.15
SHIVALIK,293.2
SHIVAMAUTO,22.41
SHIVAMILLS,54.55
SHIVATEX,167.02
SHIVAUM,302.45
SHK,174.92
SHOPERSTOP,411.95
SHRADHA,37.67
SHREDIGCEM,70.42
SHREECEM,26340.0
SHREEJISPG,400.0
SHREEPUSHK,349.45
SHREERAMA,60.83
SHRENIK,0.42
SHREYANIND,151.88
SHRINGARMS,240.04
SHRIPISTON,3156.0
SHRIRAMFIN,1082.8
SHRIRAMPPS,82.1
SHYAMCENT,5.53
SHYAMMETL,896.15
SHYAMTEL,9.81
SICALLOG,91.87
SIEMENS,3148.5
SIGACHI,24.02
SIGIND,49.11
SIGMA,48.05
SIGMAADV,194.68
SIGNATURE,982.9
SIGNPOST,246.91
SIKKO,5.25
SIL,15.82
SILGO,78.77
SILINV,455.3
SILLYMONKS,19.92
SILVERTUC,1337.2
SIMBHALS,8.96
SIMPLEXINF,230.52
SINCLAIR,75.89
SINDHUTRAD,24.12
SINTERCOM,91.39
SIRCA,478.2
SIS,340.35
SITINET,0.38
SIYSIL,576.25
SJS,1903.5
SJVN,78.98
SKFINDIA,1717.8
SKFINDUS,2461.6
SKIPPER,381.15
SKMEGGPROD,180.23
SKYGOLD,368.2
SMARTLINK,130.3
SMARTWORKS,462.35
SMCGLOBAL,80.79
SMLMAH,4861.3
SMLT,90.12
SMSPHARMA,350.8
SNOWMAN,43.5
SOBHA,1530.8
SOFTTECH,294.7
SOLARA,480.05
SOLARINDS,13391.0
SOLARWORLD,214.81
SOLEX,1011.6
SOMANYCERA,408.65
SOMATEX,107.52
SOMICONVEY,115.9
SONACOMS,532.8
SONAMLTD,42.16
SONATSOFTW,288.65
SOTL,366.5
SOUTHBANK,40.15
SOUTHWEST,193.06
SPAL,713.1
SPANDANA,261.05
SPARC,135.2
SPCENET,5.31
SPECIALITY,101.51
SPECTRUM,1308.4
SPENCERS,36.26
SPIC,70.79
SPLIL,30.1
SPLPETRO,645.35
SPMLINFRA,194.5
SPORTKING,109.58
SRD,54.89
SREEL,211.06
SRF,2841.5
SRGHFL,269.5
SRHHYPOLTD,500.3
SRM,412.35
SSDL,76.35
SSWL,228.83
STALLION,173.85
STANLEY,179.92
STAR,865.75
STARCEMENT,218.94
STARHEALTH,480.6
STARPAPER,147.43
STARTECK,279.1
STCINDIA,119.53
STEELCAS,229.15
STEELCITY,82.96
STEELXIND,8.02
STEL,479.05
STERTOOLS,236.6
STLNETWORK,21.38
STLTECH,154.53
STOVEKRAFT,527.6
STUDDS,520.25
STYL,265.9
STYLAMIND,2206.6
STYLEBAAZA,354.0
STYRENIX,1982.2
SUBEXLTD,10.5
SUBROS,821.7
SUDARCOLOR,368.1
SUDARSCHEM,938.65
SUDEEPPHRM,672.2
SUKHJITS,168.83
SULA,181.26
SUMEETINDS,26.09
SUMICHEM,413.8
SUMIT,52.68
SUMMITSEC,1788.1
SUNCLAY,1309.9
SUNDARAM,1.66
SUNDARMFIN,5483.5
SUNDRMBRAK,645.95
SUNDRMFAST,940.15
SUNDROP,657.1
SUNFLAG,253.86
SUNPHARMA,1714.9
SUNTECK,408.25
SUNTV,601.9
SUPERHOUSE,171.57
SUPERSPIN,7.83
SUPRAJIT,432.2
SUPREME,59.46
SUPREMEENG,1.08
SUPREMEIND,3844.2
SUPREMEINF,82.5
SUPRIYA,688.7
SURAJEST,230.53
SURAJLTD,234.0
SURAKSHA,285.05
SURANASOL,25.28
SURANAT&P,19.03
SURYALAXMI,60.41
SURYAROSNI,227.4
SURYODAY,132.51
SUTLEJTEX,30.5
SUVEN,152.26
SUVIDHAA,3.19
SUYOG,685.7
SUZLON,46.81
SVLL,569.05
SVPGLOB,3.25
SWANCORP,416.95
SWARAJENG,3674.0
SWELECTES,573.5
SWIGGY,337.35
SWSOLAR,199.66
SYMPHONY,934.35
SYNCOMF,14.26
SYNGENE,446.35
SYRMA,874.2
SYSTMTXC,85.19
TAINWALCHM,182.62
TAJGVK,359.6
TAKE,48.54
TALBROAUTO,283.95
TANLA,480.6
TARACHAND,65.83
TARAPUR,28.65
TARC,161.53
TARIL,280.71
TARMAT,52.22
TARSONS,201.02
TASTYBITE,7938.5
TATACAP,356.9
TATACHEM,698.7
TATACOMM,1705.3
TATACONSUM,1149.3
TATAELXSI,4976.0
TATAINVEST,647.75
TATAPOWER,380.55
TATASTEEL,208.11
TATATECH,614.75
TATVA,1183.9
TBOTEK,1472.0
TBZ,163.27
TCI,1073.8
TCIEXP,568.6
TCIFINANCE,15.09
TCPLPACK,2882.9
TCS,2750.1
TDPOWERSYS,846.5
TEAMGTY,266.0
TEAMLEASE,1392.6
TECHM,1536.6
TECHNOE,1081.65
TECILCHEM,14.46
TEGA,1768.8
TEJASNET,333.05
TEMBO,557.55
TENNIND,576.15
TERASOFT,402.1
TEXINFRA,94.4
TEXMOPIPES,50.32
TEXRAIL,116.46
TFCILTD,74.28
TFL,13.85
TGBHOTELS,9.6
THANGAMAYL,3651.6
THEINVEST,100.71
THEJO,1665.6
THELEELA,447.3
THEMISMED,90.31
THERMAX,2831.6
THOMASCOOK,112.88
THOMASCOTT,329.6
THYROCARE,401.9
TI,450.15
TICL,21.95
TIGERLOGS,37.22
TIIL,2609.9
TIINDIA,2511.4
TIJARIA,6.15
TIL,256.3
TIMETECHNO,197.89
TIMKEN,3120.8
TINNARUBR,774.05
TIPSFILMS,384.5
TIPSMUSIC,565.65
TIRUMALCHM,214.85
TIRUPATIFL,37.8
TITAGARH,777.6
TITAN,4275.8
TMB,657.95
TMCV,498.15
TMPV,383.45
TNPETRO,94.5
TNPL,142.08
TNTELE,8.81
TOKYOPLAST,101.5
TOLINS,130.28
TORNTPHARM,4077.2
TORNTPOWER,1453.7
TOTAL,65.1
TOUCHWOOD,91.97
TPHQ,0.61
TPLPLASTEH,70.39
TRACXN,36.95
TRANSRAILL,545.4
TRANSWORLD,185.7
TRAVELFOOD,1214.7
TREEHOUSE,7.88
TREJHARA,219.22
TREL,23.26
TRENT,4285.6
TRF,273.7
TRIDENT,26.72
TRIGYN,61.24
TRITURBINE,488.9
TRIVENI,386.35
TRU,6.69
TRUALT,434.85
TSFINV,443.65
TTKHLTCARE,947.1
TTKPRESTIG,577.45
TTL,9.74
TTML,44.7
TVSELECT,409.9
TVSHLTD,15558.0
TVSMOTOR,3881.2
TVSSCS,125.58
TVSSRICHAK,4484.8
TVTODAY,127.03
TVVISION,6.1
UBL,1621.2
UCAL,113.35
UCOBANK,28.7
UDS,159.04
UEL,199.36
UFBL,260.33
UFLEX,511.65
UFO,74.51
UGARSUGAR,37.62
UGROCAP,135.08
UJJIVANSFB,62.7
ULTRACEMCO,13029.0
UMAEXPORTS,32.86
UMESLTD,4.65
UMIYA-MRO,89.69
UNICHEMLAB,383.9
UNIDT,185.5
UNIECOM,99.62
UNIENTER,116.34
UNIINFO,14.53
UNIMECH,1023.4
UNIONBANK,181.0
UNIPARTS,516.65
UNITDSPR,1417.4
UNITECH,5.55
UNITEDPOLY,27.66
UNITEDTEA,497.55
UNIVASTU,67.8
UNIVCABLES,700.1
UNIVPHOTO,213.42
UNOMINDA,1247.9
UPL,744.9
URAVIDEF,173.25
URBANCO,121.08
URJA,10.09
USHAMART,423.75
USK,21.13
UTIAMC,1078.15
UTKARSHBNK,13.77
UTLSOLAR,210.69
UTTAMSUGAR,221.23
UYFINCORP,14.55
V2RETAIL,2078.4
VADILALIND,5182.7
VAIBHAVGBL,256.87
VAISHALI,7.94
VAKRANGEE,6.82
VALIANTLAB,62.65
VALIANTORG,275.18
VARDHACRLC,39.73
VARDMNPOLY,7.07
VARROC,574.0
VASCONEQ,40.95
VASWANI,60.1
VBL,455.7
VCL,2.14
VEDL,702.75
VEEDOL,1459.4
VENKEYS,1468.3
VENTIVE,767.05
VENUSPIPES,1192.2
VENUSREM,761.85
VERANDA,199.23
VERTOZ,51.55
VESUVIUS,510.3
VETO,104.92
VGL,142.19
VGUARD,333.85
VHL,3327.5
VHLTD,144.92
VIDHIING,310.45
VIDYAWIRES,47.35
VIJAYA,994.55
VIJIFIN,2.17
VIKASECO,1.51
VIKASLIFE,1.61
VIKRAMSOLR,234.8
VIKRAN,86.85
VIMTALABS,490.7
VINATIORGA,1530.4
VINCOFE,144.66
VINDHYATEL,1132.0
VINEETLAB,30.53
VINNY,1.21
VINYLINDIA,224.89
VIPCLOTHNG,24.15
VIPIND,380.4
VIPULLTD,10.15
VIRINCHI,20.7
VISAKAIND,66.49
VISASTEEL,37.46
VISHNU,528.3
VISHWARAJ,5.91
VIVIDHA,0.62
VIVIMEDLAB,7.13
VIYASH,222.85
VLEGOV,13.43
VLSFINANCE,271.75
VMART,634.6
VMM,123.87
VMSTMT,51.45
VOLTAMP,8164.5
VOLTAS,1535.8
VPRPL,49.71
VRAJ,133.64
VRLLOG,301.2
VSSL,259.9
VSTIND,239.37
VSTL,119.78
VSTTILLERS,5882.0
VTL,483.75
WAAREEENER,3171.2
WAAREEINDO,432.7
WAAREERTL,907.35
WABAG,1334.5
WAKEFIT,214.95
WALCHANNAG,174.8
WANBURY,267.21
WCIL,118.36
WEALTH,953.45
WEBELSOLAR,70.27
WEIZMANIND,89.28
WEL,147.27
WELCORP,831.15
WELENT,505.15
WELINV,1326.4
WELSPUNLIV,142.6
WENDT,7055.0
WESTLIFE,539.7
WEWIN,44.02
WEWORK,575.1
WHEELS,881.65
WHIRLPOOL,888.35
WILLAMAGOR,28.2
WINDLAS,797.8
WINDMACHIN,261.05
WINSOME,1.66
WIPL,149.61
WIPRO,219.08
WOCKPHARMA,1382.9
WONDERLA,509.85
WORTHPERI,141.22
WSI,75.71
WSTCSTPAPR,436.15
XCHANGING,69.87
XELPMOC,137.98
XPROINDIA,945.95
XTGLOBAL,32.39
YASHO,1380.1
YATHARTH,694.2
YATRA,166.25
YESBANK,21.1
YUKEN,784.35
ZAGGLE,304.2
ZEEL,93.72
ZEELEARN,6.11
ZEEMEDIA,9.4
ZENITHEXPO,207.33
ZENITHSTL,5.14
ZENSARTECH,576.85
ZENTEC,1347.0
ZFCVINDIA,15816.0
ZIMLAB,74.82
ZODIAC,284.3
ZODIACLOTH,84.96
ZOTA,1409.6
ZUARI,241.2
ZUARIIND,273.3
ZYDUSLIFE,920.95
ZYDUSWELL,406.55
